03-10-2025,N,29-02-1988,F,03002,3,0,null,null,null,null,null,22,01-03-2011,null,null,null,01-05-2011,null,0,0,0,2,1,3,2,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,0,1,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,29-02-1992,F,11802,2,0,null,null,null,null,null,20,01-03-2013,null,null,null,15-07-2013,null,0,0,0,1,1,2,0,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,null
03-10-2025,N,29-02-1996,F,09282,2,2,null,null,null,null,null,18,01-03-2015,null,null,null,02-10-2015,null,1,2,0,0,0,2,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,0,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,null
03-10-2025,N,16-12-1985,M,09237,2,2,null,null,null,null,null,32,20-12-2018,null,null,null,11-05-2020,null,0,0,0,0,1,1,2,N,Y,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,0,1,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,20-05-1988,F,80710,2,2,null,null,null,null,null,32,25-05-2021,null,null,null,30-06-2022,null,0,0,2,0,0,1,1,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,2,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,13-05-1991,F,07401,2,2,null,null,null,null,null,24,16-05-2016,null,null,null,16-09-2017,null,0,0,1,0,0,2,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,null
03-10-2025,N,16-10-1994,M,03605,2,1,null,null,null,null,null,23,19-10-2018,null,null,null,23-02-2020,null,1,0,0,2,0,3,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,01-01-1975,F,13100,2,1,null,null,null,null,null,25,03-01-2001,null,null,null,15-08-2002,null,0,0,1,1,1,1,2,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,0,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,01-01-1980,F,14120,2,2,null,null,null,null,null,30,02-01-2011,null,null,null,15-08-2011,null,0,1,1,0,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,01-01-1985,F,16412,2,2,null,null,null,null,null,26,01-01-2012,null,null,null,20-08-2012,null,1,1,1,1,0,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,null
03-10-2025,N,05-10-1980,M,00865,2,1,null,null,null,null,null,27,01-10-2011,null,null,null,23-03-2013,null,0,0,0,0,0,1,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,22-02-1983,F,06141,2,2,null,null,null,null,null,25,21-02-2014,null,null,null,12-02-2016,null,0,0,0,1,0,1,0,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,1,0,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,15-05-1986,F,19354,2,1,null,null,null,null,null,28,14-05-2021,null,null,null,04-02-2022,null,0,1,0,1,0,3,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,null
03-10-2025,N,12-06-1989,M,02800,2,1,null,null,null,null,null,25,08-06-2021,null,null,null,15-06-2022,null,1,0,0,0,0,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,06-12-2006,M,15512,2,0,null,null,null,null,null,18,20-12-2024,null,null,null,27-12-2024,null,0,0,0,1,0,1,2,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,null
03-10-2025,N,16-11-2005,M,15105,3,1,null,null,null,null,null,18,02-10-2025,null,null,null,02-10-2025,null,1,0,1,0,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,2,2,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,null
03-10-2025,N,25-06-2004,F,05700,3,0,null,null,null,null,null,18,18-02-2025,null,null,null,25-04-2025,null,0,0,0,0,0,2,1,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,null
03-10-2025,N,12-06-2003,F,18100,3,1,null,null,null,null,null,18,28-10-2023,null,null,null,25-12-2023,null,1,0,0,0,1,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,19-07-1930,F,03400,3,1,null,null,null,null,null,94,19-07-2025,null,null,null,06-08-2025,null,0,0,1,0,0,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,11-09-1929,M,80311,1,0,null,null,null,null,null,95,11-09-2025,null,null,null,30-09-2025,null,0,1,0,0,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,28-09-1928,M,03001,3,1,null,null,null,null,null,96,28-09-2025,null,null,null,29-09-2025,null,1,0,1,2,1,2,0,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,18-05-1980,F,04700,2,1,null,null,null,null,null,28,18-05-2012,null,null,null,18-04-2013,null,0,0,1,1,0,2,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,04-02-1984,F,19303,3,0,null,null,null,null,null,18,04-02-2010,null,null,null,19-07-2010,null,1,0,2,0,0,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,03-07-1988,F,09385,5,0,null,null,null,null,null,27,03-07-2019,null,null,null,04-11-2019,null,0,0,0,1,0,2,2,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,26-04-1992,F,82012,2,0,null,null,null,null,null,23,26-04-2025,null,null,null,25-09-2025,null,0,0,0,0,0,3,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,05-01-1975,F,02319,3,3,null,null,null,null,null,22,05-01-2007,null,null,null,23-10-2008,null,0,0,2,2,0,1,0,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,2,1,0,2,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,null
03-10-2025,N,04-11-1979,M,11579,3,3,null,null,null,null,null,28,04-11-2017,null,null,null,25-03-2018,null,0,0,0,1,0,1,0,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,null
03-10-2025,N,03-05-1983,M,03700,5,3,null,null,null,null,null,19,03-05-2009,null,null,null,16-11-2009,null,1,2,0,2,1,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,null
03-10-2025,N,09-05-1987,F,14006,6,4,null,null,null,null,null,27,09-05-2018,null,null,null,05-11-2019,null,1,0,1,1,0,2,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,null
03-10-2025,N,10-04-1970,M,00302,2,1,null,null,null,null,null,24,10-04-2003,null,null,null,25-10-2003,null,0,0,0,2,0,3,0,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,0,0,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,10-04-1970,M,19520,2,1,null,null,null,null,null,24,10-04-2003,null,null,null,25-10-2003,null,1,0,1,1,1,1,0,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,0,2,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,19-03-1994,F,00303,2,2,null,null,null,null,null,26,19-03-2021,null,null,null,08-09-2021,null,0,2,0,0,1,1,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,2,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,19-03-1994,F,08100,2,2,null,null,null,null,null,26,19-03-2021,null,null,null,08-09-2021,null,0,0,1,0,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,11-04-1994,M,00304,3,1,null,null,null,null,null,19,11-04-2015,null,null,null,11-11-2015,null,0,0,2,1,0,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,11-04-1994,M,10405,3,1,null,null,null,null,null,19,11-04-2015,null,null,null,11-11-2015,null,0,0,0,1,0,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,19-06-1987,F,00305,4,1,null,null,null,null,null,18,19-06-2010,null,null,null,23-10-2010,null,0,2,1,1,1,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,null
03-10-2025,N,19-06-1987,F,10408,4,1,null,null,null,null,null,18,19-06-2010,null,null,null,23-10-2010,null,1,0,0,1,1,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,15-09-1984,M,00306,2,0,null,null,null,null,null,22,15-09-2008,null,null,null,01-01-2009,null,1,0,0,0,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,null
03-10-2025,N,15-09-1984,M,10522,2,0,null,null,null,null,null,22,15-09-2008,null,null,null,01-01-2009,null,0,0,2,1,0,3,1,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,2,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,06-06-1971,F,00400,4,2,null,null,null,null,null,26,06-06-2007,null,null,null,09-02-2008,null,0,0,0,0,1,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,06-06-1971,F,10519,4,2,null,null,null,null,null,26,06-06-2007,null,null,null,09-02-2008,null,1,2,0,2,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,2,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,24-11-1979,M,00401,4,3,null,null,null,null,null,18,24-11-2007,null,null,null,21-06-2008,null,0,0,2,0,1,2,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,1,0,0,2,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,null
03-10-2025,N,24-11-1979,M,11519,4,3,null,null,null,null,null,18,24-11-2007,null,null,null,21-06-2008,null,0,0,1,0,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,2,0,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,null
03-10-2025,N,14-05-1988,M,00402,3,2,null,null,null,null,null,22,14-05-2015,null,null,null,21-11-2015,null,0,0,0,0,0,1,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,2,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,14-05-1988,M,00603,3,2,null,null,null,null,null,22,14-05-2015,null,null,null,21-11-2015,null,0,2,0,2,0,3,2,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,2,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,21-02-1983,M,00403,2,2,null,null,null,null,null,22,21-02-2013,null,null,null,04-05-2013,null,0,1,0,0,0,1,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,21-02-1983,M,00705,2,2,null,null,null,null,null,22,21-02-2013,null,null,null,04-05-2013,null,0,2,1,0,1,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,1,2,0,0,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,null
03-10-2025,N,28-11-1989,M,00405,2,2,null,null,null,null,null,27,28-11-2016,null,null,null,12-11-2017,null,1,0,1,1,0,2,0,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,0,2,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,28-11-1989,M,11584,2,2,null,null,null,null,null,27,28-11-2016,null,null,null,12-11-2017,null,1,0,0,1,0,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,15-03-1974,F,00407,3,2,null,null,null,null,null,20,15-03-1995,null,null,null,22-09-1995,null,0,0,0,0,0,1,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,null
03-10-2025,N,15-03-1974,F,11599,3,2,null,null,null,null,null,20,15-03-1995,null,null,null,22-09-1995,null,0,0,1,0,1,1,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,1,0,2,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,26-04-1983,F,00410,3,2,null,null,null,null,null,24,26-04-2009,null,null,null,04-01-2010,null,0,0,0,0,0,1,1,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,26-04-1983,F,11572,3,2,null,null,null,null,null,24,26-04-2009,null,null,null,04-01-2010,null,1,2,0,0,1,2,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,null
03-10-2025,N,06-04-1975,M,00601,3,2,null,null,null,null,null,22,06-04-2003,null,null,null,01-01-2004,null,1,0,1,0,0,3,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,null
03-10-2025,N,06-04-1975,M,07903,3,2,null,null,null,null,null,22,06-04-2003,null,null,null,01-01-2004,null,0,1,0,0,0,2,0,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,05-05-1980,F,00604,2,2,null,null,null,null,null,19,05-05-2008,null,null,null,01-09-2008,null,0,0,0,1,0,2,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,1,0,0,2,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,null
03-10-2025,N,05-05-1980,F,11550,2,2,null,null,null,null,null,19,05-05-2008,null,null,null,01-09-2008,null,0,0,0,0,1,2,0,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,0,1,0,0,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,27-01-1980,M,00714,3,0,null,null,null,null,null,28,27-01-2008,null,null,null,08-08-2008,null,1,0,0,2,0,1,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,27-01-1980,M,11510,3,0,null,null,null,null,null,28,27-01-2008,null,null,null,08-08-2008,null,0,0,2,0,1,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,2,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,null
03-10-2025,N,13-08-1993,F,00715,4,1,null,null,null,null,null,25,13-08-2024,null,null,null,09-07-2025,null,1,0,0,0,0,3,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,13-08-1993,F,11564,4,1,null,null,null,null,null,25,13-08-2024,null,null,null,09-07-2025,null,0,1,0,0,0,2,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,1,2,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,27-05-1986,F,00800,3,3,null,null,null,null,null,24,27-05-2020,null,null,null,07-03-2021,null,0,0,0,0,1,2,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,0,2,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,27-05-1986,F,00716,3,3,null,null,null,null,null,24,27-05-2020,null,null,null,07-03-2021,null,1,0,0,0,0,1,0,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,18-01-1974,F,00801,4,1,null,null,null,null,null,26,18-01-2001,null,null,null,26-10-2001,null,0,0,1,0,1,2,0,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,null
03-10-2025,N,18-01-1974,F,10401,4,1,null,null,null,null,null,26,18-01-2001,null,null,null,26-10-2001,null,0,0,2,1,0,3,1,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,null
03-10-2025,N,15-10-1975,F,00806,4,1,null,null,null,null,null,18,15-10-1995,null,null,null,19-07-1996,null,0,0,1,1,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,null
03-10-2025,N,15-10-1975,F,11506,4,1,null,null,null,null,null,18,15-10-1995,null,null,null,19-07-1996,null,0,0,0,0,0,2,2,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,14-09-1983,F,00811,3,1,null,null,null,null,null,28,14-09-2013,null,null,null,19-10-2013,null,1,0,0,1,1,2,2,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,2,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,14-09-1983,F,10523,3,1,null,null,null,null,null,28,14-09-2013,null,null,null,19-10-2013,null,0,0,0,0,1,2,0,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,null
03-10-2025,N,08-12-1983,F,00813,2,0,null,null,null,null,null,26,08-12-2011,null,null,null,24-03-2012,null,1,0,1,2,1,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,0,0,1,2,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,08-12-1983,F,03606,2,0,null,null,null,null,null,26,08-12-2011,null,null,null,24-03-2012,null,0,1,1,0,1,2,1,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,0,1,2,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,11-06-1995,M,00814,3,1,null,null,null,null,null,21,11-06-2021,null,null,null,23-02-2022,null,0,1,0,2,0,1,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,null
03-10-2025,N,11-06-1995,M,11548,3,1,null,null,null,null,null,21,11-06-2021,null,null,null,23-02-2022,null,0,2,0,1,1,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,24-11-1989,F,00815,4,1,null,null,null,null,null,28,22-03-2025,null,null,null,16-08-2025,null,1,0,0,1,0,2,0,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,2,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,24-11-1989,F,19672,4,1,null,null,null,null,null,28,22-03-2025,null,null,null,16-08-2025,null,1,2,0,0,0,1,0,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,26-03-1983,F,00816,2,2,null,null,null,null,null,20,26-03-2010,null,null,null,25-10-2010,null,1,0,0,0,0,1,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
03-10-2025,N,26-03-1983,F,19672,2,2,null,null,null,null,null,20,26-03-2010,null,null,null,25-10-2010,null,0,0,0,0,1,1,1,N,Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,0,0,0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,null
